startingContents,"(1, 1, 1)"
increaseBy,"((3, 3), (1, 1), (1, 1))"
Iterations,100000

probPopping,Threshold,ShareOptimal,ShareOptimal2,Time,NoResolution
0.0,59,0.92328,0.03873,5.888907791471265,0
0.05,59,0.87776,0.06041,6.592057996273762,0
0.1,59,0.82237,0.08832,7.793544809331648,33
0.15,59,0.76135,0.10935,10.176452575295961,1944
0.2,59,0.70432,0.05001,16.29831627709166,19506
0.0,60,0.924,0.03791,5.897607424696893,0
0.05,60,0.8767,0.06173,6.6285473009433575,0
0.1,60,0.82239,0.08857,7.813458873375211,46
0.15,60,0.7625,0.10972,10.198411262615837,1912
0.2,60,0.70813,0.04996,16.147570116449028,19188
0.0,61,0.92563,0.03709,5.895668244730958,0
0.05,61,0.87764,0.0609,6.642447351127607,2
0.1,61,0.82397,0.08864,7.83313886841553,45
0.15,61,0.76465,0.10867,10.228867251010083,2011
0.2,61,0.70649,0.04819,16.351631122776183,19697
0.0,62,0.92622,0.03702,5.944678275342509,0
0.05,62,0.87818,0.06111,6.669194453142846,1
0.1,62,0.82317,0.088,7.888037672936258,47
0.15,62,0.76498,0.10797,10.234864784227256,2004
0.2,62,0.70545,0.04654,16.4758779439502,20033
0.0,63,0.92639,0.03569,5.948740375559698,0
0.05,63,0.87776,0.06126,6.709730023440502,1
0.1,63,0.8217,0.09038,7.92040420002292,46
0.15,63,0.76503,0.10766,10.299085834741408,2064
0.2,63,0.70803,0.04626,16.399751119463534,19874
0.0,64,0.9266,0.03675,5.962766922962831,0
0.05,64,0.8788,0.06161,6.713904048500631,1
0.1,64,0.82222,0.08902,7.939764917371455,49
0.15,64,0.76556,0.10651,10.317645322248996,2080
0.2,64,0.70263,0.0458,16.747074095266935,20589
0.0,65,0.92892,0.03592,5.993747009858313,0
0.05,65,0.87973,0.06,6.726345950105062,2
0.1,65,0.82379,0.08832,7.960830758910631,46
0.15,65,0.76452,0.10871,10.366027791836485,2091
0.2,65,0.71065,0.0457,16.37845564172012,19838
0.0,66,0.92898,0.03621,5.999807583737902,0
0.05,66,0.8794,0.06071,6.763705914686077,0
0.1,66,0.82377,0.08725,7.982290599323652,51
0.15,66,0.7656,0.10668,10.396538559509619,2198
