startingContents,"(1, 1, 1, 1, 1)"
increaseBy,"(2, 1, 1, 1, 1)"
Iterations,100000

probPopping,Threshold,ShareOptimal,Time,NoResolution
0.06,20,0.65001,11.32815135189635,0
0.07,20,0.64403,11.972497456396637,0
0.08,20,0.63811,12.714679898438968,0
0.09,20,0.62735,13.686175257926344,10
0.1,20,0.6197,14.799726527693094,64
0.0,21,0.67463,8.986979957407906,0
0.01,21,0.67197,9.321975641973332,0
0.02,21,0.67113,9.67182100364614,0
0.03,21,0.66826,10.032170509247381,0
0.04,21,0.66428,10.484618272552476,0
0.05,21,0.66267,10.95221261888643,0
0.06,21,0.65442,11.551581681916593,0
0.07,21,0.64878,12.186698009301864,0
0.08,21,0.64047,12.980949963559835,3
0.09,21,0.63321,13.917207210766957,13
0.1,21,0.62312,15.128663678527381,92
0.0,22,0.6764,9.209551709287759,0
0.01,22,0.67588,9.502481256586263,0
0.02,22,0.67759,9.835725298088674,0
0.03,22,0.67552,10.219789223184396,0
0.04,22,0.67136,10.662425776693048,0
0.05,22,0.66611,11.171401958866543,0
0.06,22,0.66034,11.739790418665148,0
0.07,22,0.6506,12.44072655579904,0
0.08,22,0.64523,13.246738741072942,0
0.09,22,0.63392,14.212898843360813,13
0.1,22,0.62559,15.426081465427036,82
0.0,23,0.68722,9.285075895027628,0
0.01,23,0.68411,9.62896590268658,0
0.02,23,0.6839,9.985452081263677,0
0.03,23,0.67951,10.390417254877484,0
0.04,23,0.67417,10.854809346314731,0
0.05,23,0.67089,11.339822400297354,0
0.06,23,0.6628,11.938029500913334,0
0.07,23,0.65864,12.620352083706507,0
0.08,23,0.6443,13.49479423424714,0
0.09,23,0.63796,14.468203564828302,8
0.1,23,0.62568,15.69186641687932,86
0.0,24,0.68548,9.496064791215344,0
0.01,24,0.68841,9.810638165180723,0
0.02,24,0.68722,10.150084896773027,0
0.03,24,0.68331,10.555633073171693,0
0.04,24,0.68169,11.01156288704891,0
0.05,24,0.67332,11.540219919500025,0
0.06,24,0.66784,12.12286090591884,0
0.07,24,0.66144,12.833852785022094,0
0.08,24,0.65261,13.681157465862533,3
0.09,24,0.64208,14.686233774186817,11
0.1,24,0.62848,15.955351774980418,85
0.0,25,0.69955,9.551037644654503,0
0.01,25,0.69422,9.918569913048565,0
0.02,25,0.69039,10.2895306102357,0
0.03,25,0.68848,10.695233299652354,0
0.04,25,0.68496,11.160293037796986,0
0.05,25,0.68088,11.690577393918637,0
0.06,25,0.6739,12.282310552933675,0
0.07,25,0.66449,13.035073690691434,0
0.08,25,0.65343,13.879747943489438,2
0.09,25,0.64571,14.906876188887624,11
0.1,25,0.63176,16.2164470888964,114
0.0,26,0.69932,9.754122133653615,0
0.01,26,0.69903,10.062737579174984,0
0.02,26,0.69544,10.438979902655225,0
0.03,26,0.68942,10.88227450177002,0
0.04,26,0.68939,11.314766365959452,0
0.05,26,0.68556,11.857264675052143,0
0.06,26,0.67616,12.485661633536154,0
0.07,26,0.66981,13.189995433393545,0
0.08,26,0.6584,14.076779907207504,3
0.09,26,0.64868,15.133345962931397,14
0.1,26,0.63652,16.40929642559612,103
0.0,27,0.70717,9.817937270148859,0
0.01,27,0.70531,10.175977854439274,0
0.02,27,0.70017,10.55537084424544,0
0.03,27,0.69717,10.997299832377836,0
0.04,27,0.69519,11.468732110139547,0
0.05,27,0.68393,12.040224191108095,0
0.06,27,0.68101,12.643952028384227,0
0.07,27,0.67132,13.39512783496939,1
0.08,27,0.66173,14.26840532555976,1
0.09,27,0.65037,15.338291769897138,13
0.1,27,0.63574,16.699212441325074,125
0.0,28,0.70529,10.003765090586151,0
0.01,28,0.70696,10.317001801578986,0
0.02,28,0.70287,10.715467819970694,0
0.03,28,0.69834,11.143743958981975,0
0.04,28,0.69356,11.629020405510133,0
0.05,28,0.6883,12.183923474897682,0
0.06,28,0.68513,12.78257988483822,0
0.07,28,0.67423,13.546397274334806,0
0.08,28,0.66167,14.444601124698336,0
0.09,28,0.65176,15.535143361163122,20
0.1,28,0.6407,16.84661349808479,135
0.0,29,0.71588,10.051234314163873,0
0.01,29,0.71174,10.424043880342373,0
0.02,29,0.70746,10.812016270449972,0
0.03,29,0.70619,11.246432903064626,0
0.04,29,0.70261,11.742773848845891,0
0.05,29,0.69398,12.303149797795944,0
0.06,29,0.68639,12.967206098556808,0
0.07,29,0.67745,13.708502460797538,0
0.08,29,0.66829,14.609400454614153,3
0.09,29,0.65806,15.715856484885993,15
0.1,29,0.64189,17.07459831050837,163
0.0,30,0.71544,10.215483920850403,0
0.01,30,0.71566,10.55100800151323,0
0.02,30,0.71412,10.934251740263235,0
0.03,30,0.70509,11.39551814646051,0
0.04,30,0.7007,11.89301044865279,0
0.05,30,0.69568,12.454373977694619,0
0.06,30,0.68902,13.08611655354317,1
0.07,30,0.68213,13.847620543507876,0
0.08,30,0.66771,14.798252076502665,2
0.09,30,0.65933,15.859653670007836,11
0.1,30,0.64326,17.29371902525274,161
0.0,31,0.72269,10.267693354428038,0
0.01,31,0.71971,10.649937755927409,0
0.02,31,0.71702,11.049480787871302,0
0.03,31,0.71357,11.485912939110431,0
0.04,31,0.70841,11.98751655623805,0
0.05,31,0.69766,12.563792863799264,0
0.06,31,0.69108,13.251361862659326,0
0.07,31,0.68267,14.04231687841891,0
0.08,31,0.67205,14.963714163265509,3
0.09,31,0.66165,16.063227251832657,26
0.1,31,0.644,17.474441150991915,187
0.0,32,0.72334,10.418450793264242,0
0.01,32,0.72247,10.769589059860607,0
0.02,32,0.72001,11.161425462273659,0
0.03,32,0.71491,11.613079537025143,0
0.04,32,0.70929,12.12221324066236,0
0.05,32,0.70284,12.709541386061888,0
0.06,32,0.69517,13.384286922029696,0
0.07,32,0.6862,14.146615676735593,0
0.08,32,0.67235,15.155787846066213,4
0.09,32,0.66301,16.24491282602271,25
0.1,32,0.64665,17.651607646154343,192
0.0,33,0.73032,10.477378684963865,0
0.01,33,0.72645,10.864062656208676,0
0.02,33,0.72298,11.269975622146916,0
0.03,33,0.721,11.727571368869537,0
0.04,33,0.71254,12.230057469969312,0
0.05,33,0.70613,12.824509802151848,0
0.06,33,0.6971,13.498852777420026,0
0.07,33,0.68537,14.333726902876135,0
0.08,33,0.6754,15.279042153799391,1
0.09,33,0.66276,16.407454554399123,26
0.1,33,0.64801,17.85999905873661,168
0.0,34,0.72864,10.620983755849078,0
0.01,34,0.73125,10.971186868656554,0
0.02,34,0.72894,11.35485594165285,0
0.03,34,0.72001,11.845749069104716,0
0.04,34,0.71684,12.349088152430246,0
0.05,34,0.70775,12.953793217986158,0
0.06,34,0.69708,13.650241007519028,0
0.07,34,0.68833,14.459923572465708,1
0.08,34,0.67426,15.456474018728155,5
0.09,34,0.66423,16.59258612415598,30
0.1,34,0.65045,18.024175608665118,171
0.0,35,0.73544,10.663079857417724,0
0.01,35,0.7327,11.043421999478513,0
0.02,35,0.729,11.46532995048405,0
0.03,35,0.72646,11.912083827277264,0
0.04,35,0.71589,12.482791489808783,0
0.05,35,0.71175,13.055847903744493,0
0.06,35,0.69928,13.774939872964204,0
0.07,35,0.68961,14.612872913924859,0
0.08,35,0.67885,15.563180452767448,2
0.09,35,0.66778,16.695497305367557,31
0.1,35,0.65173,18.1907883873292,211
0.0,36,0.73821,10.782287464611851,0
0.01,36,0.73639,11.14432428658425,0
0.02,36,0.73357,11.561719062539916,0
0.03,36,0.72897,12.025180354144398,0
0.04,36,0.72067,12.562507632741061,0
0.05,36,0.71097,13.193123868415395,0
0.06,36,0.70459,13.881235337589382,0
0.07,36,0.69373,14.706865385989369,0
0.08,36,0.68226,15.67937999238748,5
0.09,36,0.66769,16.8776241946392,25
0.1,36,0.6523,18.33047440723913,204
0.0,37,0.7436,10.827810303154918,0
0.01,37,0.73789,11.240380657760923,0
0.02,37,0.73355,11.662303253304767,0
0.03,37,0.72898,12.139611808833669,0
0.04,37,0.72154,12.686381767740867,0
0.05,37,0.7149,13.294729746747944,0
0.06,37,0.70579,13.995862587419753,0
0.07,37,0.69608,14.822224085413282,2
0.08,37,0.68558,15.791465850615044,4
0.09,37,0.6706,17.008867901289488,32
0.1,37,0.65333,18.500453199018125,237
